ORDER_ID,LINEITEM_ID,OPTION_GROUP_NAME,OPTION_NAME,OPTION_PRICE,OPTION_QUANTITY
64342c8535b4a774050a23cd,64342d7d8f51ea9cfc09f4e2,Bowl Protein Option,Add Meat Sub Chicken,0,1
64931ad16bcabfd8730fd872,64931adcb7ae793a1e030465,Quesadilla Options,Add Grilled Chicken,2,1
63f660134f0e4a6f8d031767,63f6606c30fe3a322b013c3d,Bagel Choice,Add Plain Bagel,0,1
63f660134f0e4a6f8d031767,63f6606c30fe3a322b013c3d,Toasted Bagel Options,Add Cream Cheese,0,1
63c5576a8feba0759f014f42,63c557ba12547e6abf01184a,Ham Hot Honey Egg And Cheese Options,Add Smokehouse Bacon,2,1
6557c999c6f400834605d932,6557ca03f9a26cb9c9014705,BLAT Options,Add Smoked Turkey,2,1
6557c999c6f400834605d932,6557ca03f9a26cb9c9014705,BLAT Options,Add Cheddar,1,1
6557c999c6f400834605d932,6557ca03f9a26cb9c9014705,BLAT Options,No Mayo,0,1
653a98823db4dc99c809b7eb,653a988321b76279a708b793,Bowl Protein Option,Add Meat Sub Chicken,0,1
653a98823db4dc99c809b7eb,653a988321b76279a708b793,Quinoa Bowl Options,No Cabbage,0,1
64bab26ad84a313f5c09d28e,64bab290bd9589b90d017804,Chop Salad Options,No Salami,0,1
63e512d4ccb2e439db0912bd,63e513254689e602a6009666,Milk Options,Add Almond Milk,0,1
64f659acec011f96a90e9118,64f659ac33308ec8610fba4b,Bowl Protein Option,Add Meat Sub Chicken,0,1
64f659acec011f96a90e9118,64f659ac33308ec8610fba4b,Teriyaki Rice Bowl Options,No Kimchi,0,1
65536a13fc19589a9d0f1d1c,65536d8fa7a50356030eee24,Cracked Oats Oatmeal Options,Add Local Maple Syrup,1,1
65536a13fc19589a9d0f1d1c,65536d8fa7a50356030eee24,Cracked Oats Oatmeal Options,Add Fresh Bananas,1,1
65536a13fc19589a9d0f1d1c,65536d8fa7a50356030eee24,Cracked Oats Oatmeal Options,Add Dried Fruit,1,1
641204dc215e8686e80ea536,6412063532b7d1d6c60d811d,Drip Coffee Options,Add Signature Blend,0,1
641204dc215e8686e80ea536,6412063532b7d1d6c60d811d,Milk Options,Add Whole Milk,0,1
641204dc215e8686e80ea536,6412063532b7d1d6c60d811d,Sugar Options,Add Sweet N Low,0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,"No Wrap, Make It A Bowl",0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,Add Heritage Smoked Ham,2,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,Add Smokehouse Bacon,2,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,Add Breakfast Chicken Sausage,1,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,Add Heritage Pulled Pork,2,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,No Rice,0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,No Beans,0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,No Avocado,0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,No Pico De Gallo,0,1
64240be467ab034f1c045282,64240be67c27b5238b0b757d,Vegan Burrito Options,No Peppers,0,1
642feb810beb5f98f30b4540,642febf84d7cdfabfb0a365c,Espresso Options,Add Regular,0,1
642feb810beb5f98f30b4540,642febf84d7cdfabfb0a365c,Milk Options,Add Skim Milk,0,1
642feb810beb5f98f30b4540,642febf84d7cdfabfb0a365c,Syrup,Add Caramel,0.75,1
642feb810beb5f98f30b4540,642febf84d7cdfabfb0a365c,Extra Espresso Shot,Add Espresso Shot,2,1
642feb810beb5f98f30b4540,642febf84d7cdfabfb0a365c,Drink Options,Add Whipped Cream,0.5,1
62ab353f4b55e96ffc2daa1d,62ab35596a8a2e44d40254a7,Dressings,Ranch Dressing,0,1
62ab353f4b55e96ffc2daa1d,62ab35596a8a2e44d40254a7,Dressings,Italian Dressing,0,1
62ab224f195ddb078f33a2e0,62ab226563001149d754cd0a,Cheese,American Cheese,0,1
62ab224f195ddb078f33a2e0,62ab226563001149d754cd0a,Veggies,Lettuce,0.5,1
62ab224f195ddb078f33a2e0,62ab226563001149d754cd0a,Veggies,Tomatoes,0,1
62ab224f195ddb078f33a2e0,62ab226563001149d754cd0a,Veggies,Onion,0,1
62ab224f195ddb078f33a2e0,62ab226563001149d754cd0a,Veggies,Green Peppers,0,1
64c56c02889704c95c00738a,64c56c03ccf4166a850f35b9,Wagyu Barbacoa Bowl Options,Add Extra Roast Beef,0,1
64c56c02889704c95c00738a,64c56c03ccf4166a850f35b9,Wagyu Barbacoa Bowl Options,Add Avocado,1,1
6513fac832500e02a80a2bb6,6513faf95559f70443040885,Smoothie Add-ons,Add Protein,1,1
65d36293464f54c330079245,65d36314e107010b90048d1e,Drip Coffee Options,Add Signature Blend,0,1
65d36293464f54c330079245,65d36314e107010b90048d1e,Milk Options,Add Light Cream,0,1
65d36293464f54c330079245,65d36314e107010b90048d1e,Syrup,Add Caramel,0.75,1
65bbd9fbdb821f4fa80fb350,65bbda6df4f95fe0650194f5,Cracked Oats Oatmeal Options,Add Fresh Bananas,1,1
65bbd9fbdb821f4fa80fb350,65bbda6df4f95fe0650194f5,Cracked Oats Oatmeal Options,Add Chopped Pecans,1,1
640f115a23a3809ec504320e,640f11aa16edaf8a080dcdfa,Bacon Egg And Cheese Options,No Smokehouse Bacon,0,1
64035343dc1fd63bda0766f0,6403534340d9374c210c1b34,Bacon Egg And Cheese Options,No Smokehouse Bacon,0,1
64035343dc1fd63bda0766f0,6403534340d9374c210c1b34,Bacon Egg And Cheese Options,"No Brioche, Substitute Bagel",1,1
659fc9203301e11f02047e73,659fc96311c3388ccb03ef54,Milk Options,Add Oat Milk,0,1
659fc9203301e11f02047e73,659fc96311c3388ccb03ef54,Smoothie Add-ons,Add Protein,1,1
6517288611c7852bd908eeb5,651728879d6ef6b7fc017295,Drip Coffee Options,Add Signature Blend,0,1
6517288611c7852bd908eeb5,651728879d6ef6b7fc017295,Milk Options,Add Light Cream,0,1
6517288611c7852bd908eeb5,651728879d6ef6b7fc017295,Sugar Options,Add Raw Sugar,0,1
64b51b71c884d25e680e36d6,64b51bfeba964875b90cb5a3,Southwest Sausage Egg And Cheese Options,"No Brioche, Substitute Bagel",1,1
64b51b71c884d25e680e36d6,64b51bfeba964875b90cb5a3,Southwest Sausage Egg And Cheese Options,No Chipotle Aioli,0,1
6568828d554b53ac710b955a,6568828d5d3285413e002dbf,Chop Salad Options,Add Grilled Chicken,2,1
6568828d554b53ac710b955a,6568828d5d3285413e002dbf,Chop Salad Options,No Cheddar,0,1
6568828d554b53ac710b955a,6568828d5d3285413e002dbf,Chop Salad Options,No Salami,0,1
6568828d554b53ac710b955a,6568828d5d3285413e002dbf,Chop Salad Options,Add Extra Dressing,0,1
64761f0a848c23da4e05e639,64761f7d4e6ffa8e16091c78,Carnitas Torta Options,Add Wheat Wrap,0,1
627b97d54708c529285fd638,627b97d7c8fd8c653e37f093,Cheese,American Cheese,0,1
627b97d54708c529285fd638,627b97d7c8fd8c653e37f093,Veggies,Tomatoes,0,1
627b97d54708c529285fd638,627b97d7c8fd8c653e37f093,Veggies,Onion,0,1
627b97d54708c529285fd638,627b97d7c8fd8c653e37f093,Veggies,Green Peppers,0,1
628232d2d5d78a5c3871aac2,628233286e1780033a088695,Dressings,Caesar Dressing,0,1
64d7a8bc048daa3a370b4b8a,64d7a8bcf87b70d89001195f,Bagel Choice,Add Plain Bagel,0,1
64d7a8bc048daa3a370b4b8a,64d7a8bcf87b70d89001195f,Toasted Bagel Options,Add Scallion Cream Cheese,0,1
6496e2f17fa216f8f60e7676,6496e2fc5cec02eeee0f8eb7,Bacon Egg And Cheese Options,No Smokehouse Bacon,0,1
65451ac7dc7e09ab260bb4d3,65451b96f218faeb3e059151,Caesar Salad Options,Add Grilled Chicken,2,1
63ee1ddfb6de1b7cd30a4ae5,63ee1fe46a645540d8052e11,Drip Coffee Options,Add Decaf Roast,0,1
63ee1ddfb6de1b7cd30a4ae5,63ee1fe46a645540d8052e11,Milk Options,Add Oat Milk,0,1
65b90c35a41321fbb10fcd6d,65b90c355a22d5df7603296f,Breakfast Burrito Options,Add Heritage Smoked Ham,2,1
65b90c35a41321fbb10fcd6d,65b90c355a22d5df7603296f,Breakfast Burrito Options,No Pico De Gallo,0,1
65b90c35a41321fbb10fcd6d,65b90c355a22d5df7603296f,Breakfast Burrito Options,No Peppers,0,1
64551f5f0731b978930ef3e4,64551f8c5b54cf2f460024d0,Chipotle Turkey Options,No Cheddar,0,1
62949cb63c039d1c7b030b3f,62949cb84200227971139d70,Cheese,American Cheese,0,1
62949cb63c039d1c7b030b3f,62949cb84200227971139d70,Veggies,Lettuce,0.5,1
62949cb63c039d1c7b030b3f,62949cb84200227971139d70,Veggies,Tomatoes,0,1
62949cb63c039d1c7b030b3f,62949cb84200227971139d70,Veggies,Onion,0,1
62949cb63c039d1c7b030b3f,62949cb84200227971139d70,Veggies,Green Peppers,0,1
6294c82e7d2e6b352a0edf23,6294c8700d414206ed24c071,Cheese,American Cheese,0,1
6294c82e7d2e6b352a0edf23,6294c8700d414206ed24c071,Veggies,Lettuce,0.5,1
6294c82e7d2e6b352a0edf23,6294c8700d414206ed24c071,Veggies,Tomatoes,0,1
6294c82e7d2e6b352a0edf23,6294c8700d414206ed24c071,Veggies,Onion,0,1
6294c82e7d2e6b352a0edf23,6294c8700d414206ed24c071,Veggies,Green Peppers,0,1
64d780d999aff1f1ea069e59,64d789a7e8d96e68f20a3873,Drip Coffee Options,Add Signature Blend,0,1
64d780d999aff1f1ea069e59,64d789a7e8d96e68f20a3873,Milk Options,Add Coconut Milk,0,1
65391a0e7b9d230a210771e9,65391a5a6c5d2619f4007264,Southwest Sausage Egg And Cheese Options,Add Smokehouse Bacon,2,1
649c32eace29b4f40b01b526,649c32ea027cb96efe015ebc,Bacon Egg And Cheese Options,Add Breakfast Chicken Sausage,1,1
649c32eace29b4f40b01b526,649c32ea027cb96efe015ebc,Bacon Egg And Cheese Options,"No Brioche, Substitute Bagel",1,1
65560b1c4745af663707ba1a,65560b67d663f241ec012839,Drip Coffee Options,Add Signature Blend,0,1
65560b1c4745af663707ba1a,65560b67d663f241ec012839,Milk Options,Add Skim Milk,0,1
65560b1c4745af663707ba1a,65560b67d663f241ec012839,Sugar Options,Add Sweet N Low,0,1
6284e4ba4aabb4503c3799ca,6284e4bc0435e957aa0213f4,Bottle Deposit,Bottle deposit,0.05,1
627d0187e6b10b41ba69f57b,627d0190c542d736f169cfba,Bottle Deposit,Bottle deposit,0.05,1
62962210ade5244b764944d8,6296225f170b7e574b241b26,Cheese,American Cheese,0,1
62962210ade5244b764944d8,6296225f170b7e574b241b26,Veggies,Lettuce,0.5,1
62962210ade5244b764944d8,6296225f170b7e574b241b26,Veggies,Tomatoes,0,1
62962210ade5244b764944d8,6296225f170b7e574b241b26,Veggies,Onion,0,1
62962210ade5244b764944d8,6296225f170b7e574b241b26,Veggies,Green Peppers,0,1
64902ff21d5cee5c0e041711,6490303b2014b93bd30626a7,Bagel Choice,Add Everything Bagel,0,1
64902ff21d5cee5c0e041711,6490303b2014b93bd30626a7,Toasted Bagel Options,Add Scallion Cream Cheese,0,1
651c0c2d78c41e05c60fccd3,651c0c8abe54c66bda050d13,Drip Coffee Options,Add Dark Roast,0,1
651c0c2d78c41e05c60fccd3,651c0c8abe54c66bda050d13,Milk Options,Add Whole Milk,0,1
651c0c2d78c41e05c60fccd3,651c0c8abe54c66bda050d13,Sugar Options,Add Raw Sugar,0,1
642d9ce916551f81bd0c8c84,642d9d2cf0f272ad820cdd8d,Chop Salad Options,No Cheddar,0,1
642d9ce916551f81bd0c8c84,642d9d2cf0f272ad820cdd8d,Chop Salad Options,No Smokehouse Bacon,0,1
642d9ce916551f81bd0c8c84,642d9d2cf0f272ad820cdd8d,Chop Salad Options,No Salami,0,1
63e36dc8ba15a61fdd01cde3,63e36e4c16773aae2c051ef3,Bowl Protein Option,Add Meat Sub Chicken,0,1
63e36dc8ba15a61fdd01cde3,63e36e4c16773aae2c051ef3,Teriyaki Rice Bowl Options,No Broccoli,0,1
63e36dc8ba15a61fdd01cde3,63e36e4c16773aae2c051ef3,Teriyaki Rice Bowl Options,No Carrots,0,1
63e3a7b35111151b580f77da,63e3a7b486ae36c03709daaf,Bacon Egg And Cheese Options,Add Breakfast Chicken Sausage,1,1
64f13fbd67de5e18300ecbaa,64f13fd8cf146881a90f5b99,Chipotle Turkey Options,No Tomato,0,1
6543ee990cbcb2e2d9077282,6543eecc182f51d82e0f068c,Milk Options,Add Almond Milk,0,1
64382a0d9a0bff99a304c0b6,64382a0ee53ef082af02c088,Chipotle Turkey Options,Add Wheat Wrap,0,1
6548162e417fb50f7b02129f,654816e1c1211b768b001da6,Smoothie Add-ons,Add Cacao,1,1
6548162e417fb50f7b02129f,654816e1c1211b768b001da6,Smoothie Add-ons,Add Avocado,1,1
654fb2b534fb9e5e030d1969,654fb2ffe5232dde0c0d868e,Steak And Cheese Options,Add Smokehouse Bacon,2,1
6287298a75a30f30bc6e5856,6287298c7744b02e682733c3,Bottle Deposit,Bottle deposit,0.05,1
62a6ca2a7144c4a6d409cc0c,62a6ca5811ed617671002f81,Bottle Deposit,Bottle deposit,0.05,1
628cccb6ab519a007b2412ec,628cccbb1fabeb596f40bf5c,Bottle Deposit,Bottle deposit,0.05,1
64f663faed27657bc4037383,64f663fb9d8a306af80b5b02,Cracked Oats Oatmeal Options,Add Local Maple Syrup,1,1
64f663faed27657bc4037383,64f663fb9d8a306af80b5b02,Cracked Oats Oatmeal Options,Add Chopped Pecans,1,1
64f663faed27657bc4037383,64f663fb9d8a306af80b5b02,Cracked Oats Oatmeal Options,Add Dried Fruit,0,1
6404cff45f548f0de8033191,6404d122c85a6a2dd60b820a,Chipotle Turkey Options,No Chipotle Aioli,0,1
63d951420b2fe8de6a03f092,63d95168d96d700a540b70c9,Milk Options,Add Almond Milk,0,1
65563e379660fad7150dd47a,65563e7e40370636b90cf8fd,BLAT Options,No Mayo,0,1
65563e379660fad7150dd47a,65563e7e40370636b90cf8fd,BLAT Options,No Avocado,0,1
64297e65e18511978301dd09,64297e66e4d9db79190f684c,Drip Coffee Options,Add Signature Blend,0,1
64297e65e18511978301dd09,64297e66e4d9db79190f684c,Milk Options,Add Light Cream,0,1
64297e65e18511978301dd09,64297e66e4d9db79190f684c,Syrup,Add Hazelnut,0,1
63c051ed1eafc3180702d27e,63c05335b8121f124a023118,Chop Salad Options,No Avocado,0,1
63c051ed1eafc3180702d27e,63c05335b8121f124a023118,Chop Salad Options,"No Dressing, Dressing On The Side",0,1
658ef61ec89895812e0caa3a,658ef6d1f4d8b305090789b1,Chop Salad Options,Add Grilled Chicken,2,1
658ef61ec89895812e0caa3a,658ef6d1f4d8b305090789b1,Chop Salad Options,No Cheddar,0,1
6412bb37affe7a1fac0f41b3,6412bb9f7c6fd59e19010654,Brisket BOMB Options,Add Smokehouse Bacon,2,1
63c17cbfb9547d97ff0c131e,63c17cff3da62498e70ea9e7,Greek Salad Options,Add Line Caught Albacore Tuna Salad,3,1
651adba1acd049a172028422,651adba2f7bbab94510e6161,Drip Coffee Options,Add Signature Blend,0,1
651adba1acd049a172028422,651adba2f7bbab94510e6161,Milk Options,Add Oat Milk,0,1
64401024a61c4aee290a8f35,6440113a7317bd4fce0fba59,Milk Options,Add Whole Milk,0,1
64c926a133e0be2f8f0d4436,64c9270156bbc042ad0220d4,Drip Coffee Options,Add Signature Blend,0,1
64c926a133e0be2f8f0d4436,64c9270156bbc042ad0220d4,Milk Options,Add Oat Milk,0,1
64c926a133e0be2f8f0d4436,64c9270156bbc042ad0220d4,Syrup,Add Chocolate,0.6,1
6579c6b7b3befa58db05107c,6579c6b8939b5f3b7b0376a0,Breakfast Burrito Options,Add Breakfast Chicken Sausage,1,1
654d581eecd9da0184018e8c,654d5874baad0f3fc3076db2,Bowl Protein Option,Add Meat Sub Chicken,0,1
654d581eecd9da0184018e8c,654d5874baad0f3fc3076db2,Quinoa Bowl Options,No Cabbage,0,1
654d581eecd9da0184018e8c,654d5874baad0f3fc3076db2,Quinoa Bowl Options,No Cilantro,0,1
6408cd0f6704985c920dbd4c,6408cd9758c693b63d0a9d45,Falafel Wrap Options,No Pickled Eggplant,0,1
643aef4f965341c0f60fe334,643aef50ee82396e5003fd2c,Bowl Protein Option,Add Meat Sub Chicken,0,1
65098660742136f5fd016378,6509870bea9e62f41906c959,Breakfast Burrito Options,Add Heritage Smoked Ham,2,1
648378967680a656910b6197,648378962db23665d5044771,Milk Options,Add Oat Milk,0,1
64c450d85eefeebf6303ce4a,64c451110097e17cef0be68a,Bacon Egg And Cheese Options,Add Egg,1,1
6295eeb9ee230b4f4a3f710f,6295eebfee230b4f4a3f7122,Cheese,American Cheese,0,1
6295eeb9ee230b4f4a3f710f,6295eebfee230b4f4a3f7122,Veggies,Tomatoes,0,1
6295eeb9ee230b4f4a3f710f,6295eebfee230b4f4a3f7122,Veggies,Onion,0,1
6295eeb9ee230b4f4a3f710f,6295eebfee230b4f4a3f7122,Veggies,Green Peppers,0,1
627dec3e446e996f0e65224f,627dec3fe2542e07510f549f,Cheese,American Cheese,0,1
627dec3e446e996f0e65224f,627dec3fe2542e07510f549f,Veggies,Tomatoes,0,1
627dec3e446e996f0e65224f,627dec3fe2542e07510f549f,Veggies,Onion,0,1
627dec3e446e996f0e65224f,627dec3fe2542e07510f549f,Veggies,Green Peppers,0,1
6294b75a818b79120c24aea4,6294b77b577a157ef0658849,Dressings,Caesar Dressing,0,1
642d57ee0e30a990050b365a,642d57ef45c39cab9300b0f1,Bagel Choice,Add Plain Bagel,0,1
642d57ee0e30a990050b365a,642d57ef45c39cab9300b0f1,Toasted Bagel Options,Add Scallion Cream Cheese,0,1
6404376d2a70c10364065cdc,64043792fa4d2c1805076edb,Steak And Cheese Options,Add Extra Roast Beef,3,1
6404376d2a70c10364065cdc,64043792fa4d2c1805076edb,Steak And Cheese Options,Add Smokehouse Bacon,2,1
